sales_order_item_sk,id,customer_id,channel_id,store_id,product_id,quantity,unit_price,discount_amount,line_total,order_date_id,order_date
23,5000000022,862,2,1.0,2,3,15750.0,2362.5,44887.5,20250323,2025-03-23
24,5000000023,862,2,1.0,1,3,12000.0,1800.0,34200.0,20250323,2025-03-23
25,5000000024,862,2,1.0,1,2,12000.0,1200.0,22800.0,20250323,2025-03-23
26,5000000025,181,1,,1,1,12000.0,240.0,11760.0,20250818,2025-08-18
27,5000000026,700,1,,1,2,12000.0,480.0,23520.0,20240915,2024-09-15
28,5000000027,475,1,,1,2,12600.0,2520.0,22680.0,20250827,2025-08-27
29,5000000028,753,2,2.0,2,2,15750.0,630.0,30870.0,20250219,2025-02-19
30,5000000029,753,2,2.0,1,3,12000.0,0.0,36000.0,20250219,2025-02-19
31,5000000030,1151,1,,2,1,13500.0,270.0,13230.0,20240714,2024-07-14
32,5000000031,1151,1,,1,2,13200.0,2640.0,23760.0,20240714,2024-07-14
33,5000000032,1151,1,,2,3,15000.0,0.0,45000.0,20240714,2024-07-14
34,5000000033,793,1,,1,3,12600.0,756.0,37044.0,20250421,2025-04-21
35,5000000034,866,1,,2,3,16500.0,0.0,49500.0,20240506,2024-05-06
36,5000000035,1110,1,,1,2,12000.0,480.0,23520.0,20250923,2025-09-23
37,5000000036,854,2,1.0,1,2,12000.0,0.0,24000.0,20240331,2024-03-31
38,5000000037,379,2,3.0,2,2,15000.0,600.0,29400.0,20250705,2025-07-05
39,5000000038,379,2,3.0,1,1,12000.0,0.0,12000.0,20250705,2025-07-05
40,5000000039,379,2,3.0,2,2,15000.0,3000.0,27000.0,20250705,2025-07-05
41,5000000040,441,2,2.0,1,1,12000.0,240.0,11760.0,20250302,2025-03-02
42,5000000041,125,1,,2,3,15750.0,2362.5,44887.5,20250826,2025-08-26
43,5000000042,125,1,,1,2,12600.0,0.0,25200.0,20250826,2025-08-26
44,5000000043,1201,1,,2,1,15000.0,1500.0,13500.0,20241212,2024-12-12
45,5000000044,1055,1,,1,2,12000.0,1200.0,22800.0,20241202,2024-12-02
46,5000000045,382,1,,1,1,12000.0,0.0,12000.0,20240517,2024-05-17
47,5000000046,1456,1,,2,2,16500.0,660.0,32340.0,20250914,2025-09-14
48,5000000047,1456,1,,1,3,12000.0,3600.0,32400.0,20250914,2025-09-14
49,5000000048,1377,2,4.0,1,3,12000.0,1800.0,34200.0,20250609,2025-06-09
50,5000000049,1375,2,4.0,1,2,12000.0,480.0,23520.0,20250510,2025-05-10
51,5000000050,821,1,,2,2,15000.0,3000.0,27000.0,20250315,2025-03-15
52,5000000051,1475,2,4.0,2,1,15000.0,300.0,14700.0,20240608,2024-06-08
53,5000000052,634,2,2.0,2,3,15750.0,2362.5,44887.5,20241117,2024-11-17
54,5000000053,634,2,2.0,2,3,15000.0,4500.0,40500.0,20241117,2024-11-17
55,5000000054,585,2,1.0,1,2,12000.0,2400.0,21600.0,20240112,2024-01-12
56,5000000055,180,1,,1,2,12000.0,1200.0,22800.0,20240924,2024-09-24
57,5000000056,180,1,,2,2,15000.0,3000.0,27000.0,20240924,2024-09-24
58,5000000057,482,1,,1,2,12600.0,504.0,24696.0,20240126,2024-01-26
59,5000000058,620,2,1.0,1,1,12000.0,240.0,11760.0,20240202,2024-02-02
60,5000000059,603,2,1.0,1,3,10800.0,3240.0,29160.0,20240523,2024-05-23
61,5000000060,603,2,1.0,2,2,15000.0,0.0,30000.0,20240523,2024-05-23
62,5000000061,1028,1,,1,1,12000.0,600.0,11400.0,20240304,2024-03-04
63,5000000062,1005,2,3.0,2,1,15000.0,750.0,14250.0,20240114,2024-01-14
64,5000000063,1005,2,3.0,1,1,10800.0,540.0,10260.0,20240114,2024-01-14
65,5000000064,790,1,,1,1,10800.0,540.0,10260.0,20240927,2024-09-27
66,5000000065,665,1,,1,3,13200.0,0.0,39600.0,20240521,2024-05-21
67,5000000066,562,1,,2,2,15000.0,600.0,29400.0,20250902,2025-09-02
68,5000000067,562,1,,2,3,15000.0,900.0,44100.0,20250902,2025-09-02
69,5000000068,998,1,,1,3,12000.0,0.0,36000.0,20240201,2024-02-01
70,5000000069,276,1,,2,2,16500.0,0.0,33000.0,20240112,2024-01-12
71,5000000070,1469,2,2.0,1,1,12000.0,1200.0,10800.0,20240308,2024-03-08
72,5000000071,408,2,2.0,1,2,12000.0,480.0,23520.0,20240913,2024-09-13
73,5000000072,1360,2,2.0,2,3,13500.0,0.0,40500.0,20240811,2024-08-11
74,5000000073,1423,1,,2,2,15000.0,1500.0,28500.0,20240725,2024-07-25
75,5000000074,741,1,,2,2,15750.0,630.0,30870.0,20240915,2024-09-15
76,5000000075,969,1,,1,3,12000.0,720.0,35280.0,20241104,2024-11-04
77,5000000076,969,1,,1,3,12000.0,720.0,35280.0,20241104,2024-11-04
78,5000000077,729,1,,2,2,15000.0,3000.0,27000.0,20240810,2024-08-10
79,5000000078,251,2,4.0,1,1,12600.0,252.0,12348.0,20240316,2024-03-16
80,5000000079,1087,2,1.0,2,3,15000.0,2250.0,42750.0,20250723,2025-07-23
81,5000000080,659,1,,1,2,12000.0,0.0,24000.0,20250412,2025-04-12
82,5000000081,659,1,,2,3,16500.0,2475.0,47025.0,20250412,2025-04-12
83,5000000082,338,2,4.0,2,1,15000.0,750.0,14250.0,20250221,2025-02-21
84,5000000083,338,2,4.0,2,1,15750.0,1575.0,14175.0,20250221,2025-02-21
85,5000000084,1068,1,,2,1,16500.0,1650.0,14850.0,20240921,2024-09-21
86,5000000085,1068,1,,2,2,15000.0,1500.0,28500.0,20240921,2024-09-21
87,5000000086,958,1,,1,3,12000.0,1800.0,34200.0,20240701,2024-07-01
88,5000000087,958,1,,2,2,15000.0,0.0,30000.0,20240701,2024-07-01
89,5000000088,428,2,4.0,1,3,10800.0,3240.0,29160.0,20240225,2024-02-25
90,5000000089,1337,1,,1,1,12000.0,0.0,12000.0,20250301,2025-03-01
91,5000000090,1442,2,3.0,2,3,15000.0,0.0,45000.0,20241223,2024-12-23
92,5000000091,939,1,,1,3,12600.0,756.0,37044.0,20240530,2024-05-30
93,5000000092,1409,1,,2,1,16500.0,1650.0,14850.0,20250304,2025-03-04
94,5000000093,1062,1,,1,3,12000.0,720.0,35280.0,20240917,2024-09-17
95,5000000094,988,1,,1,3,12000.0,720.0,35280.0,20240126,2024-01-26
96,5000000095,778,1,,2,1,15000.0,300.0,14700.0,20250411,2025-04-11
97,5000000096,77,1,,2,1,15750.0,315.0,15435.0,20241201,2024-12-01
98,5000000097,77,1,,1,2,12000.0,0.0,24000.0,20241201,2024-12-01
99,5000000098,77,1,,2,3,15000.0,0.0,45000.0,20241201,2024-12-01
100,5000000099,700,1,,2,3,15000.0,900.0,44100.0,20240612,2024-06-12
101,5000000100,425,1,,1,1,12000.0,0.0,12000.0,20250725,2025-07-25
102,5000000101,1271,2,3.0,1,1,12000.0,240.0,11760.0,20240722,2024-07-22
103,5000000102,1129,1,,2,1,13500.0,675.0,12825.0,20240202,2024-02-02
104,5000000103,1224,1,,2,1,15750.0,315.0,15435.0,20241207,2024-12-07
105,5000000104,446,1,,1,2,12600.0,1260.0,23940.0,20241214,2024-12-14
106,5000000105,446,1,,1,3,12000.0,3600.0,32400.0,20241214,2024-12-14
107,5000000106,867,1,,2,2,15000.0,600.0,29400.0,20250322,2025-03-22
108,5000000107,127,1,,1,2,12000.0,480.0,23520.0,20240301,2024-03-01
109,5000000108,874,2,1.0,1,2,12000.0,480.0,23520.0,20241204,2024-12-04
110,5000000109,814,1,,2,1,15000.0,750.0,14250.0,20250109,2025-01-09
111,5000000110,814,1,,1,2,13200.0,0.0,26400.0,20250109,2025-01-09
112,5000000111,1189,1,,1,1,10800.0,0.0,10800.0,20250916,2025-09-16
113,5000000112,1189,1,,1,2,12000.0,2400.0,21600.0,20250916,2025-09-16
114,5000000113,584,1,,2,1,15000.0,300.0,14700.0,20241111,2024-11-11
115,5000000114,1433,1,,1,2,12000.0,1200.0,22800.0,20250202,2025-02-02
116,5000000115,1433,1,,2,2,15000.0,0.0,30000.0,20250202,2025-02-02
117,5000000116,670,1,,1,3,12000.0,1800.0,34200.0,20250921,2025-09-21
118,5000000117,464,1,,2,1,16500.0,0.0,16500.0,20240210,2024-02-10
119,5000000118,464,1,,1,2,12000.0,2400.0,21600.0,20240210,2024-02-10
120,5000000119,535,1,,2,1,15000.0,0.0,15000.0,20241125,2024-11-25
121,5000000120,655,1,,1,1,12600.0,252.0,12348.0,20250301,2025-03-01
122,5000000121,833,1,,1,1,12000.0,1200.0,10800.0,20250818,2025-08-18
123,5000000122,490,1,,1,1,12000.0,600.0,11400.0,20241213,2024-12-13
124,5000000123,360,1,,2,2,15000.0,600.0,29400.0,20240203,2024-02-03
125,5000000124,360,1,,2,2,15000.0,3000.0,27000.0,20240203,2024-02-03
126,5000000125,1227,1,,2,1,15000.0,750.0,14250.0,20250618,2025-06-18
127,5000000126,624,1,,1,2,12000.0,0.0,24000.0,20240127,2024-01-27
128,5000000127,624,1,,2,1,13500.0,675.0,12825.0,20240127,2024-01-27
129,5000000128,228,1,,2,3,15750.0,2362.5,44887.5,20240217,2024-02-17
130,5000000129,228,1,,2,3,15750.0,945.0,46305.0,20240217,2024-02-17
131,5000000130,770,1,,2,2,15000.0,0.0,30000.0,20240613,2024-06-13
132,5000000131,54,2,2.0,2,3,15000.0,0.0,45000.0,20241114,2024-11-14
133,5000000132,54,2,2.0,1,2,12000.0,0.0,24000.0,20241114,2024-11-14
134,5000000133,54,2,2.0,2,1,16500.0,825.0,15675.0,20241114,2024-11-14
135,5000000134,1006,2,4.0,1,3,12000.0,1800.0,34200.0,20241227,2024-12-27
136,5000000135,1006,2,4.0,2,3,13500.0,0.0,40500.0,20241227,2024-12-27
137,5000000136,247,1,,2,3,16500.0,990.0,48510.0,20250925,2025-09-25
138,5000000137,1127,2,3.0,1,3,12000.0,720.0,35280.0,20250523,2025-05-23
139,5000000138,757,2,2.0,2,1,15750.0,315.0,15435.0,20240612,2024-06-12
140,5000000139,520,1,,1,3,12600.0,1890.0,35910.0,20250116,2025-01-16
141,5000000140,258,1,,1,1,12000.0,0.0,12000.0,20240227,2024-02-27
142,5000000141,467,1,,1,1,10800.0,0.0,10800.0,20240730,2024-07-30
143,5000000142,467,1,,1,1,12600.0,252.0,12348.0,20240730,2024-07-30
144,5000000143,3,1,,1,3,12000.0,0.0,36000.0,20240330,2024-03-30
145,5000000144,334,1,,1,3,12000.0,720.0,35280.0,20241119,2024-11-19
146,5000000145,802,2,3.0,1,3,10800.0,1620.0,30780.0,20240325,2024-03-25
147,5000000146,999,1,,2,2,15000.0,0.0,30000.0,20240323,2024-03-23
148,5000000147,176,1,,1,2,12000.0,2400.0,21600.0,20240512,2024-05-12
149,5000000148,801,1,,2,1,15000.0,0.0,15000.0,20250208,2025-02-08
150,5000000149,1113,1,,1,3,12600.0,3780.0,34020.0,20240522,2024-05-22
151,5000000150,810,2,4.0,2,3,15750.0,945.0,46305.0,20250704,2025-07-04
152,5000000151,581,2,4.0,1,2,12000.0,2400.0,21600.0,20240422,2024-04-22
153,5000000152,581,2,4.0,1,1,12000.0,600.0,11400.0,20240422,2024-04-22
154,5000000153,1284,2,2.0,1,2,12000.0,480.0,23520.0,20250604,2025-06-04
155,5000000154,1284,2,2.0,2,3,16500.0,4950.0,44550.0,20250604,2025-06-04
156,5000000155,1333,1,,2,1,15750.0,315.0,15435.0,20241220,2024-12-20
157,5000000156,24,2,2.0,1,3,12600.0,3780.0,34020.0,20250228,2025-02-28
158,5000000157,24,2,2.0,2,3,15000.0,2250.0,42750.0,20250228,2025-02-28
159,5000000158,1222,2,1.0,1,1,13200.0,264.0,12936.0,20240121,2024-01-21
160,5000000159,63,2,1.0,1,1,10800.0,1080.0,9720.0,20240917,2024-09-17
161,5000000160,1078,1,,1,2,12000.0,2400.0,21600.0,20240219,2024-02-19
162,5000000161,1091,1,,1,3,13200.0,0.0,39600.0,20240701,2024-07-01
163,5000000162,524,1,,1,2,12000.0,0.0,24000.0,20250119,2025-01-19
164,5000000163,1229,1,,1,3,13200.0,792.0,38808.0,20250816,2025-08-16
165,5000000164,458,2,4.0,2,1,15000.0,300.0,14700.0,20250716,2025-07-16
166,5000000165,68,1,,1,1,12000.0,240.0,11760.0,20240418,2024-04-18
167,5000000166,959,2,4.0,1,3,13200.0,1980.0,37620.0,20241220,2024-12-20
168,5000000167,356,2,1.0,1,3,12000.0,0.0,36000.0,20250830,2025-08-30
169,5000000168,530,1,,2,1,15000.0,300.0,14700.0,20250624,2025-06-24
170,5000000169,1420,1,,1,1,10800.0,216.0,10584.0,20240206,2024-02-06
171,5000000170,1420,1,,2,3,15000.0,900.0,44100.0,20240206,2024-02-06
172,5000000171,279,2,3.0,2,3,15000.0,4500.0,40500.0,20240709,2024-07-09
173,5000000172,279,2,3.0,1,1,12000.0,1200.0,10800.0,20240709,2024-07-09
174,5000000173,779,2,3.0,2,1,15000.0,0.0,15000.0,20240612,2024-06-12
175,5000000174,1383,1,,2,2,15000.0,1500.0,28500.0,20240228,2024-02-28
176,5000000175,1383,1,,2,2,15750.0,3150.0,28350.0,20240228,2024-02-28
177,5000000176,1189,1,,1,1,10800.0,1080.0,9720.0,20250420,2025-04-20
178,5000000177,1189,1,,2,3,15000.0,4500.0,40500.0,20250420,2025-04-20
179,5000000178,1189,1,,1,3,12000.0,3600.0,32400.0,20250420,2025-04-20
180,5000000179,1016,1,,1,3,12000.0,720.0,35280.0,20250917,2025-09-17
181,5000000180,1016,1,,2,2,15000.0,3000.0,27000.0,20250917,2025-09-17
182,5000000181,595,2,3.0,2,1,13500.0,1350.0,12150.0,20250521,2025-05-21
183,5000000182,902,2,4.0,1,3,13200.0,0.0,39600.0,20240125,2024-01-25
184,5000000183,317,1,,2,2,13500.0,540.0,26460.0,20240726,2024-07-26
185,5000000184,1229,2,2.0,2,1,15000.0,0.0,15000.0,20240614,2024-06-14
186,5000000185,279,2,3.0,1,3,12000.0,720.0,35280.0,20240106,2024-01-06
187,5000000186,279,2,3.0,2,2,15000.0,3000.0,27000.0,20240106,2024-01-06
188,5000000187,1498,2,4.0,1,1,12000.0,600.0,11400.0,20240530,2024-05-30
189,5000000188,1498,2,4.0,1,2,10800.0,0.0,21600.0,20240530,2024-05-30
190,5000000189,140,1,,2,2,15000.0,1500.0,28500.0,20250120,2025-01-20
191,5000000190,1115,1,,1,1,12000.0,240.0,11760.0,20241115,2024-11-15
192,5000000191,1240,1,,1,3,12000.0,1800.0,34200.0,20240103,2024-01-03
193,5000000192,590,1,,2,1,15000.0,1500.0,13500.0,20240406,2024-04-06
194,5000000193,645,2,3.0,2,1,13500.0,270.0,13230.0,20250217,2025-02-17
195,5000000194,545,2,1.0,1,1,13200.0,1320.0,11880.0,20241130,2024-11-30
196,5000000195,1208,1,,2,1,15000.0,750.0,14250.0,20250625,2025-06-25
197,5000000196,1208,1,,1,1,13200.0,264.0,12936.0,20250625,2025-06-25
198,5000000197,1208,1,,1,2,12000.0,480.0,23520.0,20250625,2025-06-25
199,5000000198,551,2,1.0,1,3,12000.0,1800.0,34200.0,20240606,2024-06-06
200,5000000199,551,2,1.0,1,3,12000.0,3600.0,32400.0,20240606,2024-06-06
201,5000000200,569,2,1.0,2,2,16500.0,3300.0,29700.0,20240209,2024-02-09
202,5000000201,1305,1,,2,2,15000.0,0.0,30000.0,20250719,2025-07-19
203,5000000202,280,1,,2,3,15750.0,2362.5,44887.5,20240505,2024-05-05
204,5000000203,280,1,,1,3,12600.0,0.0,37800.0,20240505,2024-05-05
205,5000000204,1338,1,,2,2,16500.0,660.0,32340.0,20241207,2024-12-07
206,5000000205,1338,1,,2,2,15000.0,3000.0,27000.0,20241207,2024-12-07
207,5000000206,84,1,,1,3,12000.0,720.0,35280.0,20250621,2025-06-21
208,5000000207,655,1,,2,1,15000.0,1500.0,13500.0,20250121,2025-01-21
209,5000000208,513,2,4.0,2,2,16500.0,660.0,32340.0,20250530,2025-05-30
210,5000000209,884,2,3.0,1,3,12000.0,720.0,35280.0,20240416,2024-04-16
211,5000000210,385,2,2.0,1,1,10800.0,1080.0,9720.0,20240108,2024-01-08
212,5000000211,723,2,2.0,1,1,12000.0,1200.0,10800.0,20250610,2025-06-10
213,5000000212,110,2,1.0,2,3,15750.0,4725.0,42525.0,20240701,2024-07-01
214,5000000213,1197,1,,1,1,12000.0,0.0,12000.0,20240212,2024-02-12
215,5000000214,833,2,2.0,2,3,15000.0,2250.0,42750.0,20241029,2024-10-29
216,5000000215,371,2,3.0,1,1,12000.0,0.0,12000.0,20250126,2025-01-26
217,5000000216,371,2,3.0,2,3,15750.0,0.0,47250.0,20250126,2025-01-26
218,5000000217,905,2,1.0,2,2,15000.0,0.0,30000.0,20240424,2024-04-24
219,5000000218,389,1,,1,1,12600.0,252.0,12348.0,20240714,2024-07-14
220,5000000219,1299,2,4.0,2,2,15000.0,600.0,29400.0,20240613,2024-06-13
221,5000000220,725,1,,2,3,15000.0,0.0,45000.0,20241021,2024-10-21
222,5000000221,645,2,4.0,1,2,12000.0,1200.0,22800.0,20250731,2025-07-31
223,5000000222,584,1,,1,2,10800.0,0.0,21600.0,20240224,2024-02-24
224,5000000223,436,1,,1,3,12000.0,0.0,36000.0,20250222,2025-02-22
225,5000000224,436,1,,2,2,15000.0,3000.0,27000.0,20250222,2025-02-22
226,5000000225,293,1,,1,2,12000.0,480.0,23520.0,20250827,2025-08-27
227,5000000226,1065,1,,2,1,15000.0,1500.0,13500.0,20250727,2025-07-27
228,5000000227,1065,1,,2,2,15750.0,1575.0,29925.0,20250727,2025-07-27
229,5000000228,1234,1,,2,1,13500.0,675.0,12825.0,20250118,2025-01-18
230,5000000229,1234,1,,1,1,10800.0,540.0,10260.0,20250118,2025-01-18
231,5000000230,1234,1,,1,2,12000.0,0.0,24000.0,20250118,2025-01-18
232,5000000231,400,1,,2,3,13500.0,0.0,40500.0,20240226,2024-02-26
233,5000000232,251,1,,1,1,12000.0,1200.0,10800.0,20240708,2024-07-08
234,5000000233,764,2,4.0,2,2,15000.0,0.0,30000.0,20240329,2024-03-29
235,5000000234,1490,1,,1,1,12000.0,240.0,11760.0,20250227,2025-02-27
236,5000000235,181,1,,1,2,12000.0,1200.0,22800.0,20240507,2024-05-07
237,5000000236,693,1,,2,2,15750.0,0.0,31500.0,20250616,2025-06-16
238,5000000237,672,2,2.0,1,1,12000.0,240.0,11760.0,20240907,2024-09-07
239,5000000238,786,1,,1,1,12000.0,0.0,12000.0,20240531,2024-05-31
240,5000000239,1347,2,2.0,2,1,16500.0,1650.0,14850.0,20250225,2025-02-25
241,5000000240,628,1,,2,1,13500.0,675.0,12825.0,20241123,2024-11-23
242,5000000241,1485,2,2.0,2,1,15000.0,1500.0,13500.0,20250503,2025-05-03
243,5000000242,805,1,,2,3,15000.0,900.0,44100.0,20250812,2025-08-12
244,5000000243,805,1,,2,2,15000.0,1500.0,28500.0,20250812,2025-08-12
245,5000000244,445,1,,1,2,12600.0,0.0,25200.0,20240521,2024-05-21
246,5000000245,560,1,,1,2,12000.0,480.0,23520.0,20241112,2024-11-12
247,5000000246,403,1,,1,2,13200.0,1320.0,25080.0,20240908,2024-09-08
248,5000000247,693,2,1.0,2,2,13500.0,0.0,27000.0,20241026,2024-10-26
249,5000000248,274,2,2.0,2,1,15000.0,1500.0,13500.0,20250511,2025-05-11
250,5000000249,804,1,,1,3,12600.0,756.0,37044.0,20240718,2024-07-18
251,5000000250,804,1,,1,2,12000.0,1200.0,22800.0,20240718,2024-07-18
252,5000000251,1495,1,,1,1,12000.0,600.0,11400.0,20240730,2024-07-30
253,5000000252,48,2,1.0,1,3,12000.0,3600.0,32400.0,20250212,2025-02-12
254,5000000253,661,2,3.0,2,2,15000.0,3000.0,27000.0,20250823,2025-08-23
255,5000000254,984,1,,1,3,12600.0,756.0,37044.0,20240502,2024-05-02
256,5000000255,1384,1,,1,1,12000.0,240.0,11760.0,20240605,2024-06-05
257,5000000256,788,1,,2,3,15000.0,4500.0,40500.0,20250916,2025-09-16
258,5000000257,788,1,,1,1,12000.0,1200.0,10800.0,20250916,2025-09-16
259,5000000258,788,1,,1,3,12600.0,756.0,37044.0,20250916,2025-09-16
260,5000000259,456,2,2.0,1,1,12000.0,0.0,12000.0,20240308,2024-03-08
261,5000000260,427,1,,1,3,12000.0,3600.0,32400.0,20240215,2024-02-15
262,5000000261,866,1,,1,1,12000.0,1200.0,10800.0,20250913,2025-09-13
263,5000000262,866,1,,1,3,12000.0,1800.0,34200.0,20250913,2025-09-13
264,5000000263,371,1,,2,1,15000.0,1500.0,13500.0,20250228,2025-02-28
265,5000000264,371,1,,2,2,16500.0,660.0,32340.0,20250228,2025-02-28
266,5000000265,1000,1,,2,2,15000.0,0.0,30000.0,20250814,2025-08-14
267,5000000266,1404,1,,1,1,12000.0,1200.0,10800.0,20240409,2024-04-09
268,5000000267,1159,1,,1,3,10800.0,3240.0,29160.0,20240203,2024-02-03
269,5000000268,1040,1,,1,2,13200.0,0.0,26400.0,20250319,2025-03-19
270,5000000269,1040,1,,1,2,12000.0,2400.0,21600.0,20250319,2025-03-19
271,5000000270,464,1,,1,1,12000.0,1200.0,10800.0,20240925,2024-09-25
272,5000000271,464,1,,1,1,12000.0,1200.0,10800.0,20240925,2024-09-25
273,5000000272,166,1,,1,1,12600.0,0.0,12600.0,20241116,2024-11-16
274,5000000273,166,1,,2,2,15750.0,3150.0,28350.0,20241116,2024-11-16
275,5000000274,1056,2,3.0,1,3,12000.0,0.0,36000.0,20250327,2025-03-27
276,5000000275,925,2,3.0,1,3,12000.0,3600.0,32400.0,20241117,2024-11-17
277,5000000276,488,1,,2,1,15000.0,1500.0,13500.0,20250127,2025-01-27
278,5000000277,488,1,,2,2,15000.0,3000.0,27000.0,20250127,2025-01-27
279,5000000278,903,1,,2,1,15000.0,300.0,14700.0,20240930,2024-09-30
280,5000000279,70,1,,1,2,12000.0,480.0,23520.0,20250726,2025-07-26
281,5000000280,1459,1,,1,1,12600.0,252.0,12348.0,20250507,2025-05-07
282,5000000281,500,2,2.0,2,3,16500.0,4950.0,44550.0,20250411,2025-04-11
283,5000000282,361,1,,1,2,12600.0,0.0,25200.0,20250403,2025-04-03
284,5000000283,476,1,,2,1,15000.0,1500.0,13500.0,20250320,2025-03-20
285,5000000284,1400,2,1.0,1,3,12000.0,720.0,35280.0,20250719,2025-07-19
286,5000000285,1400,2,1.0,2,2,15750.0,0.0,31500.0,20250719,2025-07-19
287,5000000286,945,1,,1,1,12000.0,240.0,11760.0,20250218,2025-02-18
288,5000000287,1443,1,,2,1,15750.0,0.0,15750.0,20240416,2024-04-16
289,5000000288,1430,1,,1,2,12600.0,2520.0,22680.0,20240719,2024-07-19
290,5000000289,1330,1,,2,3,13500.0,2025.0,38475.0,20240129,2024-01-29
291,5000000290,1330,1,,1,1,13200.0,660.0,12540.0,20240129,2024-01-29
292,5000000291,274,1,,2,1,16500.0,825.0,15675.0,20250510,2025-05-10
293,5000000292,1251,2,2.0,2,1,15750.0,787.5,14962.5,20240405,2024-04-05
294,5000000293,1251,2,2.0,2,3,15000.0,0.0,45000.0,20240405,2024-04-05
295,5000000294,176,1,,1,1,10800.0,540.0,10260.0,20240704,2024-07-04
296,5000000295,176,1,,1,2,12000.0,2400.0,21600.0,20240704,2024-07-04
297,5000000296,42,2,2.0,1,1,12000.0,1200.0,10800.0,20240612,2024-06-12
298,5000000297,42,2,2.0,1,3,12000.0,1800.0,34200.0,20240612,2024-06-12
299,5000000298,582,1,,1,1,12000.0,600.0,11400.0,20250921,2025-09-21
300,5000000299,4,2,1.0,1,2,12000.0,480.0,23520.0,20250507,2025-05-07
301,5000000300,569,2,2.0,1,2,12000.0,2400.0,21600.0,20240830,2024-08-30
302,5000000301,157,2,1.0,1,2,12600.0,2520.0,22680.0,20241224,2024-12-24
303,5000000302,649,1,,2,3,15000.0,4500.0,40500.0,20250322,2025-03-22
304,5000000303,1230,1,,1,3,12600.0,3780.0,34020.0,20250805,2025-08-05
305,5000000304,197,1,,1,3,10800.0,3240.0,29160.0,20240716,2024-07-16
306,5000000305,731,1,,1,3,12000.0,720.0,35280.0,20240717,2024-07-17
307,5000000306,506,1,,1,3,12000.0,720.0,35280.0,20250327,2025-03-27
308,5000000307,751,2,2.0,2,1,15000.0,1500.0,13500.0,20250410,2025-04-10
309,5000000308,485,1,,1,3,12000.0,3600.0,32400.0,20241229,2024-12-29
310,5000000309,823,1,,2,3,15750.0,0.0,47250.0,20240608,2024-06-08
311,5000000310,680,1,,1,1,13200.0,264.0,12936.0,20250221,2025-02-21
312,5000000311,680,1,,1,2,12000.0,0.0,24000.0,20250221,2025-02-21
313,5000000312,417,1,,2,1,15000.0,0.0,15000.0,20241119,2024-11-19
314,5000000313,677,1,,1,2,12000.0,480.0,23520.0,20250528,2025-05-28
315,5000000314,1327,2,2.0,1,2,12000.0,2400.0,21600.0,20241002,2024-10-02
316,5000000315,593,2,1.0,1,1,12000.0,0.0,12000.0,20250104,2025-01-04
317,5000000316,593,2,1.0,1,1,12000.0,0.0,12000.0,20250104,2025-01-04
318,5000000317,606,2,1.0,1,3,12000.0,0.0,36000.0,20241114,2024-11-14
319,5000000318,137,2,2.0,1,2,10800.0,432.0,21168.0,20250322,2025-03-22
320,5000000319,487,1,,1,1,12600.0,630.0,11970.0,20240220,2024-02-20
321,5000000320,487,1,,2,3,13500.0,810.0,39690.0,20240220,2024-02-20
322,5000000321,909,1,,2,2,15000.0,3000.0,27000.0,20241020,2024-10-20
323,5000000322,909,1,,1,1,12000.0,0.0,12000.0,20241020,2024-10-20
324,5000000323,179,2,1.0,2,2,15000.0,3000.0,27000.0,20241011,2024-10-11
